y	x1	x2	x3	x4	x5	x6	x7	x8
95.442	18.085	27.941	0.541	15.911	23.516	20.553	11.067	15.888
114.641	24.051	35.621	8.769	19.099	39.656	18.355	20.078	18.868
128.200	26.658	38.974	15.442	11.403	18.359	19.257	14.990	14.996
123.082	18.516	40.616	12.010	13.141	30.767	27.018	21.118	19.220
117.456	21.465	39.805	7.878	10.543	26.671	21.622	20.513	15.253
118.740	23.365	33.311	13.874	6.555	19.495	25.402	21.693	19.144
85.268	9.311	27.883	9.263	5.025	18.595	23.594	19.969	15.924
112.328	26.465	34.534	5.102	6.197	13.130	18.516	17.793	11.699
42.465	2.794	22.525	6.047	1.849	12.521	18.404	14.141	12.307
99.671	24.876	22.373	4.436	3.241	31.809	13.242	12.883	18.434
112.858	32.842	27.512	8.936	8.909	24.422	15.389	18.636	14.756
117.169	25.823	25.045	19.427	6.180	12.537	13.760	12.882	11.855
119.852	17.372	38.499	13.623	12.347	15.766	20.081	17.069	11.783
