"id","downpmt","pmttype","use","age","gender","default"
"5030",30,4,1,21,"Female",0
"5031",206,4,1,4,"Female",0
"5033",1354.66,1,0,50,"Female",0
"5034",580.57,1,0,42,"Female",0
"5035",517.12,1,0,20,"Male",0
"5036",580.57,1,5,66,"Male",0
"5037",1161.14,1,1,25,"Female",0
"5038",40,3,0,36,"Female",0
"5039",100,4,0,29,"Male",0
"5040",770.92,1,0,26,"Male",0
"5041",5,4,7,29,"Male",0
"5042",26,1,0,23,"Male",0
"5043",250,1,0,60,"Male",0
"5044",210.27,1,0,0,"Male",0
"5045",100,4,0,18,"Male",0
"5046",25,1,5,20,"Male",0
"5047",75,1,5,40,"Male",0
"5048",100,4,6,25,"Female",0
"5049",50,1,5,26,"Male",0
"5050",1490.6,1,7,28,"Female",0
"5051",51,4,6,40,"Male",0
"5052",350,5,0,54,"Male",0
"5053",50,4,1,65,"Female",0
"5054",1090.08,1,1,15,"Female",0
"5055",1058.69,1,0,0,"Male",0
"5056",647.06,1,0,28,"Female",0
"5057",0,1,0,0,"Female",0
"5058",694.54,1,0,48,"Female",0
"5059",28,1,0,24,"Male",0
"5060",75,1,0,39,"Male",0
"5061",100,1,0,31,"Female",0
"5062",370.69,1,0,41,"Female",0
"5063",100,1,0,31,"Female",0
"5064",231.17,1,0,0,"Female",0
"5065",50,4,0,30,"Female",0
"5066",50,4,0,31,"Female",0
"5067",100,1,0,34,"Male",0
"5068",411.77,1,0,37,"Male",0
"5069",1336.44,1,3,14,"Male",0
"5070",175,3,1,25,"Female",0
"5071",50,4,4,22,"Female",0
"5072",429,1,0,35,"Female",0
"5073",275,5,2,26,"Male",0
"5074",50,4,6,24,"Female",0
"5075",713.5,5,0,16,"Male",0
"5076",149,1,3,49,"Female",0
"5077",175,5,0,17,"Male",0
"5078",0,3,0,34,"Female",0
"5079",250,5,1,49,"Male",0
"5080",51,1,1,30,"Female",0
"5081",699,1,1,38,"Male",0
"5082",50,1,6,24,"Female",0
"5083",100,5,0,22,"Female",0
"5084",394,1,5,62,"Male",0
"5085",197,1,1,23,"Female",0
"5087",539,1,0,34,"Female",0
"5088",20,1,7,42,"Male",0
"5089",95,3,0,19,"Female",0
"5090",197,1,1,33,"Female",0
"5091",543.5,1,0,4,"Female",0
"5092",200,5,0,0,"Female",0
"5093",75,1,5,46,"Male",0
"5094",489,1,0,46,"Male",0
"5095",150,5,7,46,"Male",0
"5096",250,3,0,36,"Male",0
"5097",38,1,0,31,"Male",0
"5098",150,4,0,32,"Female",0
"5099",0,5,5,23,"Male",0
"5100",5,3,0,33,"Male",0
"5101",20,4,5,31,"Male",0
"5102",25,1,1,38,"Female",0
"5103",40,1,3,30,"Female",0
"5104",150,4,0,37,"Female",0
"5105",50,4,0,28,"Female",0
"5106",250,5,3,27,"Female",0
"5107",50,4,0,54,"Female",0
"5108",250,5,7,29,"Female",0
"5109",20,3,0,32,"Female",0
"5110",100,5,0,36,"Female",0
"5112",250,5,7,29,"Male",0
"5113",10,3,0,43,"Female",0
"5114",5,4,7,38,"Female",0
"5115",26,4,1,25,"Female",0
"5116",50,4,0,26,"Female",0
"5117",149,1,8,54,"Female",0
"5118",50,5,0,0,"Male",0
"5119",175,5,0,51,"Male",0
"5120",175,5,1,31,"Female",0
"5121",33,1,6,28,"Female",0
"5122",40,4,3,57,"Female",0
"5123",19,3,6,29,"Female",0
"5125",250,1,1,44,"Female",0
"5126",75,4,4,0,"Female",0
"5127",100,4,1,52,"Male",0
"5128",25,4,0,33,"Female",0
"5129",100,4,0,26,"Female",0
"5131",150,3,3,33,"Female",0
"5132",5,3,0,22,"Male",0
"5133",19,1,0,48,"Female",0
"5134",159.43,1,0,38,"Female",0
"5135",499,1,0,60,"Male",0
"5136",1228,1,0,28,"Female",0
"5137",350,1,1,68,"Female",0
"5138",5,1,0,24,"Female",0
"5139",1464.44,1,0,17,"Male",0
"5140",150,3,1,36,"Male",0
"5141",50,4,0,24,"Female",0
"5142",50,5,1,34,"Female",0
"5143",592.47,1,0,39,"Male",0
"5144",125,5,0,43,"Male",0
"5145",599,1,7,28,"Male",0
"5146",51,5,5,37,"Female",0
"5147",439,1,0,19,"Female",0
"5148",1258,1,0,25,"Female",0
"5149",100,3,0,23,"Female",0
"5150",51,1,7,32,"Female",0
"5151",150,4,1,42,"Male",0
"5152",50,3,0,29,"Female",0
"5153",51,1,0,31,"Female",0
"5154",33,1,5,29,"Male",0
"5155",40,1,0,36,"Male",0
"5156",19,3,1,31,"Male",0
"5157",249,1,0,0,"Female",0
"5158",60,1,1,32,"Male",0
"5159",33,1,0,27,"Male",0
"5160",673,1,0,35,"Male",0
"5161",50,4,5,21,"Male",0
"5162",5,4,1,31,"Female",0
"5163",25,1,3,30,"Female",0
"5164",599,1,3,38,"Female",0
"5165",500,1,0,50,"Female",0
"5166",489,1,0,58,"Female",0
"5167",60,1,1,24,"Male",0
"5168",19,5,4,30,"Female",0
"5169",729,1,5,33,"Male",0
"5170",508.56,1,0,26,"Female",0
"5171",154.96,1,8,24,"Female",0
"5172",508.56,1,0,25,"Female",0
"5173",508.56,1,0,52,"Male",0
"5174",1018.16,5,0,42,"Female",0
"5175",200,3,0,30,"Female",0
"5177",50,5,0,25,"Female",0
"5178",275,5,0,26,"Female",0
"5179",250,4,0,25,"Female",0
"5181",489,1,0,26,"Male",0
"5182",175,1,8,20,"Male",0
"5183",979,5,0,4,"Male",0
"5184",489,1,0,29,"Female",0
"5185",250,5,0,33,"Male",0
"5186",10,5,0,22,"Male",0
"5187",5,4,0,24,"Female",0
"5188",50,5,5,46,"Female",0
"5189",250,5,2,26,"Female",0
"5190",244.5,5,0,35,"Male",0
"5191",71,4,0,33,"Female",0
"5192",259.86,1,2,30,"Female",0
"5193",55,3,0,19,"Female",0
"5194",30,4,1,32,"Male",0
"5195",150,4,0,18,"Female",0
"5196",100,1,0,35,"Male",0
"5197",576.69,5,0,30,"Male",0
"5198",576.69,5,0,30,"Female",0
"5199",100,4,3,32,"Female",0
"5200",469,1,1,42,"Male",0
"5201",1038,1,0,22,"Female",0
"5202",150,1,6,28,"Female",0
"5203",19,4,6,26,"Female",0
"5204",5,1,0,26,"Male",0
"5205",19,3,0,28,"Male",0
"5206",1148,1,0,46,"Female",0
"5207",75,4,1,32,"Female",0
"5208",50,4,3,33,"Male",0
"5209",429,1,0,19,"Male",0
"5210",125,5,4,35,"Male",0
"5211",35,1,1,28,"Male",0
"5212",350,5,1,0,"Female",0
"5213",37,5,1,27,"Male",0
"5214",686.99,1,0,31,"Male",0
"5215",29,4,0,43,"Male",0
"5216",150,4,1,26,"Male",0
"5217",19,3,3,28,"Male",0
"5218",19,3,0,26,"Female",0
"5219",249,1,6,28,"Male",0
"5220",30,1,6,27,"Male",0
"5221",75,3,5,36,"Male",0
"5222",149,1,6,40,"Male",0
"5223",100,5,0,40,"Female",0
"5224",75,1,4,32,"Female",0
"5225",773,1,0,28,"Female",0
"5226",19,3,0,29,"Male",0
"5227",489,1,2,43,"Female",0
"5228",150,5,0,25,"Female",0
"5229",489,1,1,39,"Male",0
"5230",1378,1,0,34,"Female",0
"5231",75,4,2,28,"Female",0
"5232",149,1,6,27,"Female",0
"5233",929,1,0,35,"Female",0
"5235",175,4,0,41,"Male",0
"5237",29,5,0,27,"Male",0
"5238",249,1,6,47,"Male",0
"5239",0,5,2,32,"Male",0
"5240",50,4,6,28,"Female",0
"5241",5,4,1,24,"Female",0
"5242",584.69,1,3,27,"Female",0
"5243",1201.32,1,0,59,"Female",0
"5244",50,1,1,27,"Female",0
"5245",520.79,1,3,61,"Male",0
"5246",100,4,1,21,"Female",0
"5247",150,3,0,42,"Female",0
"5248",30,4,1,31,"Male",0
"5249",30,4,0,30,"Male",0
"5250",634.94,1,1,36,"Female",0
"5251",30,4,5,30,"Male",0
"5252",518.34,1,0,50,"Female",0
"5253",100,3,0,32,"Male",0
"5254",50,1,1,25,"Male",0
"5255",149,1,0,34,"Male",0
"5256",200,4,6,4,"Female",0
"5257",62,1,1,23,"Male",0
"5258",286.99,1,1,41,"Female",0
"5259",42,4,1,28,"Female",0
"5260",489.5,5,0,33,"Male",0
"5261",700,5,3,22,"Male",0
"5262",37,5,1,27,"Male",0
"5263",464.39,1,0,34,"Male",0
"5264",250,4,0,43,"Female",0
"5265",205.13,1,4,28,"Female",0
"5266",10,4,0,28,"Male",0
"5268",5,4,1,36,"Male",0
"5269",149,1,0,46,"Female",0
"5270",263,1,0,21,"Female",0
"5271",275,5,5,0,"Female",0
"5272",100,4,2,26,"Male",0
"5273",125,4,7,39,"Male",0
"5274",250,5,0,34,"Female",0
"5275",100,1,0,32,"Female",0
"5276",100,5,3,26,"Female",0
"5277",33,4,6,43,"Female",0
"5278",249,1,3,27,"Male",0
"5279",44,4,0,48,"Male",0
"5280",21,4,0,66,"Female",0
"5281",100,1,0,34,"Male",0
"5283",149,1,6,32,"Male",0
"5284",200,4,2,33,"Female",0
"5285",33,5,3,27,"Male",0
"5286",180,5,0,46,"Female",0
"5287",0,5,0,25,"Male",0
"5288",489.5,3,0,43,"Male",0
"5289",50,3,3,32,"Female",0
"5290",100,1,2,21,"Male",0
"5291",75,4,0,22,"Male",0
"5292",100,5,0,36,"Male",0
"5293",264.25,1,3,0,"Female",0
"5295",1831.72,1,0,64,"Female",0
"5296",1069.74,1,1,79,"Male",0
"5297",635.69,1,1,19,"Female",0
"5299",100,5,6,37,"Male",0
"5300",635.69,1,0,50,"Male",0
"5301",19,1,0,27,"Female",0
"5302",200,4,0,38,"Female",0
"5303",150,3,0,21,"Female",0
"5304",280,1,6,37,"Male",0
"5305",373.43,1,6,27,"Male",0
"5306",319.93,1,1,3,"Female",0
"5307",459.03,1,6,17,"Female",0
"5309",714,5,1,49,"Male",0
"5311",150,1,6,26,"Male",0
"5312",155,1,1,28,"Female",0
"5313",150,1,1,32,"Male",0
"5314",999,1,0,60,"Female",0
"5315",50,1,1,19,"Female",0
"5316",150,4,0,25,"Female",0
"5317",499,1,6,38,"Female",0
"5318",50,4,0,26,"Male",0
"5319",379,4,0,21,"Female",0
"5320",150,5,0,32,"Female",0
"5321",499,1,4,35,"Male",0
"5322",1148,1,0,44,"Female",0
"5323",499,1,3,29,"Male",0
"5324",149,4,3,37,"Female",0
"5325",150,1,3,46,"Male",0
"5326",1248,1,6,48,"Female",0
"5327",5,1,0,21,"Female",0
"5329",50,4,0,29,"Female",0
"5330",100,4,0,24,"Female",0
"5331",30,1,3,25,"Female",0
"5332",175,1,1,4,"Female",0
"5333",175,1,3,4,"Male",0
"5334",254.28,1,1,26,"Female",0
"5335",19,1,0,21,"Male",0
"5336",100,3,0,27,"Male",0
"5337",899,1,0,22,"Male",0
"5338",1148,1,0,3,"Male",0
"5339",100,4,2,28,"Male",0
"5340",1329.31,1,1,27,"Male",0
"5341",863.84,1,1,0,"Male",0
"5343",269.54,1,0,25,"Male",0
"5344",411.35,1,0,38,"Male",0
"5345",216.5,1,5,32,"Female",0
"5346",951.52,1,7,27,"Male",0
"5347",100,4,0,56,"Male",0
"5349",928.79,1,0,38,"Male",0
"5350",789.14,1,2,48,"Male",0
"5351",325,4,0,3,"Male",0
"5352",393,1,1,31,"Male",0
"5353",150,5,0,44,"Male",0
"5354",619,4,0,49,"Male",0
"5355",429,1,0,31,"Female",0
"5356",50,1,1,23,"Female",0
"5357",275,5,1,30,"Male",0
"5358",809,1,0,32,"Male",0
"5359",549,1,0,40,"Male",0
"5361",449,1,1,27,"Female",0
"5363",150,4,1,24,"Female",0
"5365",175,3,0,27,"Female",0
"5366",200,1,0,47,"Female",0
"5367",25,1,0,24,"Female",0
"5368",75,4,3,23,"Male",0
"5369",529.34,1,1,0,"Male",0
"5370",648.42,1,0,27,"Female",0
"5372",411.35,1,1,51,"Female",0
"5374",1618.33,1,0,40,"Male",0
"5375",55,1,1,25,"Male",0
"5376",50,4,3,28,"Male",0
"5377",200,1,0,23,"Female",0
"5378",125,4,0,0,"Female",0
"5379",300,4,0,34,"Female",0
"5380",529.34,1,0,43,"Male",0
"5381",30,4,5,32,"Male",0
"5382",100,4,0,36,"Female",0
"5383",19,1,3,27,"Female",0
"5385",80,4,0,40,"Female",0
"5386",599,1,0,26,"Female",0
"5387",1108,1,0,26,"Male",0
"5388",599,1,1,33,"Female",0
"5389",150,5,1,38,"Female",0
"5390",150,1,0,31,"Male",0
"5391",250,3,0,28,"Female",0
"5392",50,1,3,27,"Male",0
"5393",89,1,0,48,"Female",0
"5394",150,4,0,57,"Male",0
"5395",275,5,5,25,"Male",0
"5396",26,1,5,25,"Male",0
"5397",1031.99,1,7,3,"Male",0
"5398",275,5,0,35,"Female",0
"5399",150,5,7,41,"Male",0
"5400",10,4,0,21,"Male",0
"5401",26,1,0,22,"Male",0
"5402",1329.31,1,6,67,"Female",0
"5403",0,3,1,28,"Male",0
"5404",1598.85,1,0,53,"Female",0
"5405",50,1,0,28,"Female",0
"5406",216.5,1,3,41,"Female",0
"5407",1275.19,1,1,26,"Male",0
"5409",1815.35,1,0,56,"Male",0
"5410",1117.14,1,0,39,"Male",0
"5411",50,1,0,30,"Female",0
"5412",648.42,1,2,28,"Male",0
"5414",25,4,6,30,"Male",0
"5415",1301.68,1,1,3,"Female",0
"5416",157.94,1,6,43,"Female",0
"5417",634.94,1,1,17,"Female",0
"5418",100,4,0,27,"Male",0
"5419",518.34,1,1,42,"Female",0
"5420",931.74,1,0,46,"Female",0
"5421",40,1,0,31,"Female",0
"5423",100,1,3,19,"Male",0
"5424",50,1,5,76,"Male",0
"5425",150,4,1,26,"Female",0
"5426",150,5,1,24,"Male",0
"5427",80,1,3,21,"Male",0
"5428",504,1,0,3,"Male",0
"5429",249,1,0,28,"Female",0
"5430",150,3,5,31,"Male",0
"5431",130,1,6,3,"Male",0
"5432",21,5,1,22,"Male",0
"5433",50,4,1,26,"Female",0
"5434",25,3,0,34,"Female",0
"5435",38,1,4,28,"Male",0
"5436",531,1,0,31,"Male",0
"5437",1428,1,0,29,"Female",0
"5438",75,1,1,29,"Male",0
"5439",26,5,4,52,"Male",0
"5440",250,5,0,34,"Male",0
"5442",986,1,6,34,"Female",0
"5443",175,1,0,0,"Female",0
"5444",100,5,6,28,"Female",0
"5445",100,4,0,0,"Male",0
"5446",500,4,0,0,"Female",0
"5447",100,5,1,25,"Female",0
"5448",50,1,0,23,"Male",0
"5449",100,1,0,23,"Female",0
"5450",199,1,0,29,"Female",0
"5451",149,1,4,42,"Male",0
"5452",150,4,0,29,"Female",0
"5453",150,5,3,27,"Male",0
"5455",809,1,0,51,"Male",0
"5456",809,1,0,0,"Female",0
"5457",400,5,0,49,"Female",0
"5458",5,4,3,25,"Male",0
"5459",149,1,8,4,"Female",0
"5461",549,1,0,27,"Female",0
"5462",175,5,1,53,"Male",0
"5463",5,5,7,36,"Female",0
"5464",250,1,0,28,"Female",0
"5465",1477,1,0,47,"Female",0
"5466",149,1,5,27,"Male",0
"5467",100,3,0,23,"Male",0
"5468",1028,1,8,0,"Male",0
"5469",150,5,1,21,"Male",0
"5470",5,1,1,33,"Male",0
"5471",175,1,0,0,"Female",0
"5472",250,4,1,27,"Male",0
"5473",250,1,0,28,"Male",0
"5474",35,1,1,23,"Male",0
"5475",25,5,6,25,"Male",0
"5476",100,1,0,27,"Male",0
"5477",99,1,6,25,"Male",0
"5478",5,4,0,24,"Female",0
"5479",150,4,6,25,"Male",0
"5480",250,5,0,60,"Male",0
"5481",589.5,5,8,40,"Male",0
"5483",429,1,0,30,"Female",0
"5484",75,1,1,22,"Male",0
"5485",0,1,0,30,"Male",0
"5486",100,1,0,47,"Female",0
"5487",150,4,0,31,"Male",0
"5488",150,3,0,34,"Male",0
"5490",30,1,3,21,"Female",0
"5491",250,5,5,52,"Female",0
"5492",150,5,0,27,"Male",0
"5493",75,5,0,26,"Male",0
"5494",100,5,4,28,"Female",0
"5495",150,1,1,22,"Female",0
"5496",100,4,7,0,"Female",0
"5497",150,1,0,0,"Female",0
"5498",175,3,0,26,"Male",0
"5499",429,1,6,64,"Male",0
"5500",175,5,0,41,"Female",0
"5501",19,5,6,43,"Female",0
"5502",5,4,3,29,"Male",0
"5503",599,1,0,44,"Female",0
"5504",50,3,0,26,"Female",0
"5506",773,1,1,39,"Male",0
"5507",26,4,7,54,"Female",0
"5508",150,4,0,56,"Female",0
"5509",214.5,4,5,38,"Female",0
"5510",50,1,6,31,"Male",0
"5511",249,1,0,27,"Male",0
"5512",149,1,1,29,"Male",0
"5513",5,1,6,55,"Female",0
"5514",75,1,0,22,"Male",0
"5515",0,5,6,29,"Female",0
"5516",100,4,0,26,"Male",0
"5517",100,1,0,28,"Male",0
"5518",150,4,0,24,"Female",0
"5519",1037.49,1,0,30,"Female",0
"5520",19,4,4,30,"Male",0
"5521",19,5,0,25,"Female",0
"5522",50,1,6,59,"Female",0
"5523",20,3,0,27,"Female",0
"5524",20,5,0,55,"Male",0
"5525",100,5,0,28,"Male",0
"5526",19,4,0,57,"Male",0
"5528",100,4,0,59,"Female",0
"5529",1281.24,1,6,36,"Female",0
"5530",1,1,5,37,"Female",0
"5532",19,4,1,50,"Female",0
"5533",15,1,1,24,"Female",0
"5534",100,3,0,24,"Male",0
"5535",599,1,1,21,"Male",0
"5536",33,1,0,26,"Female",0
"5537",35,4,0,37,"Female",0
"5538",50,4,0,26,"Female",0
"5539",504,1,0,35,"Male",0
"5540",75,1,0,19,"Female",0
"5541",100,4,0,19,"Female",0
"5542",300,1,4,30,"Female",0
"5543",100,5,0,42,"Male",0
"5544",689,1,0,24,"Female",0
"5545",789,1,0,33,"Female",0
"5546",100,4,1,42,"Female",0
"5547",5,4,0,27,"Female",0
"5549",5,1,0,24,"Male",0
"5550",100,5,0,44,"Male",0
"5551",100,1,0,44,"Female",0
"5552",30,1,0,20,"Female",0
"5553",69,1,0,30,"Male",0
"5554",1007.99,1,1,0,"Female",0
"5555",849,1,7,26,"Male",0
"5556",19,4,0,23,"Female",0
"5557",19,4,3,36,"Female",0
"5558",125,5,1,17,"Male",0
"5559",1,1,0,22,"Female",0
"5560",50,3,1,0,"Female",0
"5561",19,3,1,23,"Male",0
"5562",250,5,0,36,"Female",0
"5563",300,4,0,20,"Female",0
"5564",0,3,6,36,"Male",0
"5565",508.56,1,0,32,"Male",0
"5566",1643.2,1,0,4,"Male",0
"5567",50,1,0,44,"Female",0
"5568",1795.04,1,0,40,"Male",0
"5569",150,5,1,38,"Female",0
"5570",622.96,1,1,22,"Male",0
"5571",1536.08,5,1,44,"Female",0
"5572",1152.32,1,0,37,"Male",0
"5573",44,1,6,40,"Male",0
"5574",50,1,3,28,"Female",0
"5575",100,1,0,20,"Male",0
"5576",50,5,0,29,"Female",0
"5577",149,1,0,40,"Male",0
"5579",150,4,5,33,"Female",0
"5580",2914.95,1,0,0,"Female",0
"5581",250,4,1,28,"Female",0
"5582",100,4,0,28,"Female",0
"5583",637.94,1,0,18,"Female",0
"5584",300,1,0,41,"Male",0
"5585",0,3,0,28,"Male",0
"5586",100,1,4,26,"Female",0
"5587",520.79,1,0,34,"Male",0
"5588",175,5,1,25,"Female",0
"5589",859,5,5,35,"Female",0
"5590",150,1,0,27,"Female",0
"5591",175,1,3,41,"Female",0
"5592",1228,1,1,48,"Female",0
"5593",599,1,0,40,"Female",0
"5594",391.5,1,3,35,"Female",0
"5595",300,5,0,3,"Female",0
"5596",100,1,0,39,"Male",0
"5597",250,1,8,23,"Male",0
"5599",489,1,6,25,"Female",0
"5600",50,1,3,36,"Male",0
"5601",100,4,0,19,"Female",0
"5602",0,1,0,40,"Male",0
"5603",56.5,4,8,38,"Male",0
"5604",100,4,3,41,"Female",0
"5605",150,5,0,38,"Male",0
"5606",40,4,1,28,"Female",0
"5607",37,4,3,34,"Male",0
"5608",30,5,1,43,"Male",0
"5609",150,4,0,22,"Female",0
"5610",699,1,3,65,"Male",0
"5611",250,1,5,24,"Male",0
"5612",40,1,0,59,"Female",0
"5613",20,1,6,22,"Female",0
"5614",150,1,0,31,"Male",0
"5615",150,3,0,60,"Male",0
"5616",50,1,0,31,"Female",0
"5617",150,1,4,26,"Male",0
"5618",39,1,0,35,"Female",0
"5619",551.05,1,1,31,"Female",0
"5620",25,1,4,38,"Female",0
"5621",523.23,1,1,4,"Male",0
"5622",1838.26,1,6,22,"Male",0
"5623",320.47,4,6,27,"Female",0
"5624",1208.03,1,0,28,"Male",0
"5625",50,4,1,25,"Female",0
"5626",175,5,0,29,"Female",0
"5627",940.53,1,0,38,"Male",0
"5628",276.59,1,0,38,"Male",0
"5629",918.06,1,0,3,"Female",0
"5630",20,1,0,19,"Male",0
"5631",651.63,1,0,28,"Female",0
"5632",780.03,1,0,34,"Male",0
"5633",160.55,1,7,34,"Male",0
"5636",1307.82,1,1,39,"Male",0
"5637",50,1,0,25,"Male",0
"5638",25,1,5,25,"Female",0
"5639",36.15,1,6,23,"Female",0
"5640",1838.19,1,1,44,"Female",0
"5641",1307.82,1,1,49,"Female",0
"5642",36,4,1,29,"Male",0
"5643",175,5,0,3,"Male",0
"5644",10,4,0,21,"Male",0
"5645",100,1,0,24,"Male",0
"5646",197,5,6,41,"Male",0
"5647",19,4,0,35,"Male",0
"5648",50,4,0,31,"Female",0
"5649",19,5,0,40,"Female",0
"5652",150,4,0,24,"Female",0
"5653",25,4,0,35,"Female",0
"5654",30,3,0,37,"Female",0
"5655",50,3,0,28,"Male",0
"5657",0,3,0,23,"Female",0
"5658",5,4,0,24,"Male",0
"5659",5,5,0,31,"Male",0
"5660",150,5,2,21,"Male",0
"5661",150,3,0,23,"Male",0
"5662",489,1,2,25,"Female",0
"5663",879,1,0,26,"Male",0
"5664",454.74,3,3,30,"Female",0
"5665",518.34,1,8,39,"Female",0
"5666",50,4,0,30,"Male",0
"5667",518.34,1,1,33,"Female",0
"5668",518.34,1,0,44,"Female",0
"5671",599,1,6,61,"Female",0
"5672",175,1,0,51,"Female",0
"5673",30,3,0,25,"Male",0
"5674",19,5,0,59,"Male",0
"5675",80,5,5,32,"Female",0
"5676",50,5,3,41,"Male",0
"5677",50,1,0,29,"Male",0
"5678",50,1,0,21,"Male",0
"5680",20,5,0,24,"Female",0
"5681",33,4,0,30,"Female",0
"5682",50,1,0,31,"Male",0
"5683",50,3,5,27,"Female",0
"5684",539,1,0,30,"Female",0
"5685",26,4,8,27,"Male",0
"5686",20,5,0,23,"Female",0
"5687",1148,1,0,33,"Female",0
"5688",382.67,1,1,31,"Male",0
"5689",26,4,0,30,"Female",0
"5690",1427,1,1,49,"Male",0
"5691",150,5,2,41,"Male",0
"5692",1178,1,0,45,"Male",0
"5693",30,5,0,20,"Female",0
"5694",5,4,1,37,"Male",0
"5695",100,4,3,27,"Female",0
"5696",232.2,1,3,32,"Female",0
"5697",1059.77,1,0,46,"Male",0
"5698",25,3,3,21,"Female",0
"5699",100,4,0,22,"Female",0
"5700",100,1,0,0,"Female",0
"5701",951.52,1,0,41,"Male",0
"5704",5,1,3,21,"Female",0
"5705",50,4,1,26,"Female",0
"5706",150,1,0,32,"Male",0
"5707",250,3,0,55,"Male",0
"5710",100,3,0,26,"Male",0
"5711",249,1,6,34,"Male",0
"5712",149,1,0,48,"Female",0
"5713",1505.99,1,3,0,"Female",0
"5714",394,1,0,0,"Male",0
"5715",100,4,0,21,"Male",0
"5716",250,5,5,26,"Male",0
"5717",849,1,6,0,"Female",0
"5718",150,4,6,24,"Female",0
"5719",150,4,0,35,"Female",0
"5720",453.67,1,0,40,"Female",0
"5721",30,5,6,22,"Male",0
"5722",50,5,0,34,"Male",0
"5723",51,5,6,39,"Male",0
"5724",25,3,3,42,"Female",0
"5725",100,4,0,45,"Female",0
"5726",1277.12,1,0,36,"Male",0
"5727",154.96,1,0,50,"Male",0
"5728",20,4,0,47,"Male",0
"5729",100,1,1,26,"Male",0
"5730",446.16,1,0,20,"Male",0
"5731",300,5,1,42,"Female",0
"5733",37,1,1,19,"Female",0
"5734",150,4,0,56,"Male",0
"5735",1108,1,0,73,"Male",0
"5736",30,5,0,4,"Female",0
"5737",1031.99,1,6,48,"Female",0
"5738",249,1,6,30,"Female",0
"5739",37,4,0,28,"Male",0
"5740",599,1,0,25,"Male",0
"5741",100,4,1,24,"Female",0
"5743",30,4,1,26,"Male",0
"5744",150,3,0,27,"Female",0
"5745",150,1,7,0,"Male",0
"5746",0,1,1,0,"Female",0
"5747",979,1,1,40,"Female",0
"5748",33,1,0,29,"Female",0
"5749",50,3,0,24,"Male",0
"5750",50,5,0,42,"Female",0
"5751",50,1,0,27,"Female",0
"5752",25,1,7,33,"Male",0
"5753",149,1,0,37,"Male",0
"5754",50,4,0,33,"Female",0
"5755",149,1,0,38,"Female",0
"5756",244.5,5,3,24,"Male",0
"5757",999,1,0,36,"Female",0
"5758",149,1,0,33,"Male",0
"5759",599,1,0,30,"Male",0
"5760",34,4,7,33,"Male",0
"5761",859,1,6,59,"Female",0
"5762",20,4,1,21,"Female",0
"5763",33,5,1,32,"Male",0
"5764",0,5,6,25,"Male",0
"5765",400,3,3,4,"Female",0
"5766",919.13,1,4,41,"Male",0
"5767",5,3,1,25,"Female",0
"5768",130,1,0,25,"Male",0
"5769",50,4,0,30,"Female",0
"5770",50,1,5,39,"Male",0
"5771",523.23,1,3,39,"Female",0
"5772",587.43,1,2,51,"Female",0
"5773",940.53,1,0,37,"Female",0
"5774",50,1,0,31,"Female",0
"5775",319.93,1,5,23,"Female",0
"5776",25,1,6,28,"Male",0
"5777",1046.46,1,0,26,"Male",0
"5778",80,1,0,31,"Male",0
"5779",1,5,0,31,"Male",0
"5780",25,1,0,27,"Male",0
"5781",5,5,6,19,"Male",0
"5782",100,3,0,39,"Male",0
"5783",150,5,1,44,"Female",0
"5784",120,1,0,40,"Male",0
"5785",300,5,1,46,"Male",0
"5786",20,1,1,46,"Female",0
"5787",40,1,NA,30,"Male",0
"5788",37,1,5,30,"Male",0
"5789",345.72,1,0,18,"Female",0
"5790",206.4,1,0,0,"Female",0
"5791",642.94,1,0,55,"Male",0
"5792",100,1,0,21,"Male",0
"5793",100,4,5,23,"Male",0
"5794",231.17,1,1,41,"Male",0
"5795",411.77,1,1,51,"Female",0
"5796",380.81,1,0,25,"Male",0
"5798",465.43,1,3,26,"Female",0
"5799",723.43,1,0,35,"Female",0
"5800",50,4,0,29,"Male",0
"5801",258,1,0,36,"Female",0
"5802",150,3,0,33,"Male",0
"5803",429.5,4,4,28,"Female",0
"5804",175,4,0,29,"Female",0
"5805",699,1,0,32,"Female",0
"5806",149,1,0,41,"Male",0
"5807",0,1,3,27,"Female",0
"5808",1428,1,0,37,"Female",0
"5809",150,5,1,25,"Female",0
"5810",100,5,1,24,"Female",0
"5812",237.61,5,0,0,"Male",0
"5813",100,1,3,20,"Male",0
"5814",30,1,0,52,"Female",0
"5815",5,4,0,35,"Female",0
"5816",150,1,0,37,"Female",0
"5817",25,1,0,30,"Female",0
"5818",648.42,1,0,53,"Female",0
"5819",30,4,0,41,"Male",0
"5820",529.34,1,0,79,"Female",0
"5821",1117.13,1,0,54,"Male",0
"5822",215.42,1,0,27,"Female",0
"5823",1598.85,1,0,15,"Female",0
"5824",200,5,0,0,"Male",0
"5825",275,4,0,0,"Female",0
"5826",25,4,1,22,"Male",0
"5827",529.34,1,0,47,"Female",0
"5828",100,5,0,27,"Female",0
"5829",275,5,0,51,"Female",0
"5830",523.23,1,0,52,"Female",0
"5831",35,5,0,63,"Female",0
"5832",250,5,8,31,"Female",0
"5833",25,1,0,21,"Female",0
"5835",523.23,1,0,28,"Female",0
"5836",50,1,1,42,"Female",0
"5838",523.23,1,0,3,"Male",0
"5839",662.32,1,0,61,"Male",0
"5840",100,4,0,29,"Male",0
"5841",100,3,1,32,"Male",0
